id,value
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.malinverniana,"['The main threats forI. malinverniana come from a change in the cultivation of rice, as a consequence of inappropriate irrigation channel management and eutrophication of the water. A threat directly affecting the species in some subpopulations is mechanical bank adjustment and mechanical brush that remove the channel sediments in the dry season, affecting the survival of adult plants, sporeling establishment and the formation of a spore bank in the soil. Manual brush seems to have a positive effect as it removes other faster-growing species that can compete withI. malinverninana for light and nutrients (Amosso 2010, Barni et al. 2010, Abeli et al. 2012), whereas plants of Isoetes are not affected. Increased nutrient concentration into the water indirectly affects I. malinvernianathrough the competition with other aquatic macrophytes that compete for light and nutrients (Amosso 2010, Barni et al. 2010). On the other hand, artificial channels dug in the past for rice field water supply increased the surface of suitable habitat available for the species. Thus, traditional rice cultivation is of primary importance for the species survival, impacting it both positively and negatively.', 'The main threats for I. malinverniana come from the rice cultivation, as a consequence of inappropriate channel management practices and nutrient load into the water. The first threat that directly affects the species through the winter dry period in some populations, is mechanical bank adjustment and mechanical brush that remove the channel sediments affecting the adult plant survival, sporelings establishment and the formation of a spore bank in the soil. Manual brush seems to have a positive effect as it removes other faster-growing species that can compete with I. malinverninana for light and nutrients (Amosso 2010).Increased nutrient concentration into the water indirectly affect I. malinverniana through the competition with other aquatic macrophytes that better compete for light and nutrients (Amosso 2010).On the other hand, the artificial channels dug for rice field water supply increased, in the past, the surface of suitable habitat available for the species. Thus, the rice cultivation is of primary importance for the species survival.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.phrygia,"['Anthropogenic habitat destruction and agricultural exploitation are the major potential threats to this species. On the basis of these threats, two locations are calculated. ']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.sabatina,"['This species is threatened by human activities on the lake, to which it is sensitive, including eutrophication (sewage pollution, agricultural run-off) and disturbance (recreational activities on the sandy beaches of the lake). On the basis of this threat, the species is present at one location.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.tenuissima,"['This species is threatened by eutrophication of water bodies and competition by invasive aquatic species, such as Procambarus clarkii. Intensive fish farming in ponds can also pose a threat. Each decade, ponds are dried out for over half a year and inadequate cleaning practices during this period may severely damage the subpopulations. ']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.tiguliana,['There appear to be no major current threats to this species.']
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOËTACEAE.Isoëtes.todaroana,"['The population is threatened by farming and other human activities such as the drainage of wetlands, conversion to agricultural land, dumping of waste, land reclamation, summer fires, etc. (Troia and Raimondo 2010). Based on these threats, the species is present only at one location.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE,
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes,
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.azorica,"['The main and increasing threats to this plant species come from the spread of invasive macrophytes, pollution and eutrophication by cattle farming (Pietsch 1994). The subpopulation at Lagoa do Negro on Terceira has been dramatically reduced (<70%) in less than ten years, by the arrival and spread of Sagittaria subulata (F. Rumsey, pers. obs. 2010). One of the three subpopulations on Flores has recently (2010) suffered considerable mortality as a consequence of pollution leaching from a nearby rubbish tip (F. Rumsey pers. comm. 2010). The subpopulation in the Caldeirao Lake at Corvo (a nature reserve) has almost disappeared as a consequence of eutrophication and cattle grazing in the crater (all year ca 200 cattle individuals are allowed to roam freely in the reserve and rely on the lake as their only water source). The common practice to pump water out of the lakes in the summer to fill water tanks for cattle is a threat especially on Pico and Flores, where this practice leads to dramatic reduction of the water levels (e.g., in 2015). Further threats to the species are grazing, leisure fishing, the construction of paths, canalisation, modifying structures of inland water courses and other human induced changes in hydraulic conditions (Commission of the European Communities 2009).', 'Illegal collection poses a threat to the species. The loss of forest on the islands by clearance and invasive tree species (especially Cryptomeria japonica) result in a shrinking of the natural vegetation where this species occurs. Its habitat is also decreasing due to grazing. Since the only subpopulations are situated on the slopes of volcanoes, a volcanic eruption may also be a threat.', 'The main and increasing threats to the plant come from the spread of invasive macrophytes, pollution and eutrophication. The population at Lagoa do Negro, Terceira has been dramatically reduced (<70%) in under ten years by the arrival and spread of Sagittaria subulata (F. Rumsey pers. obs. 2010). One of the three populations on Flores has suffered considerable mortality very recently (2010) as a consequence of pollution leaching from a nearby tip (F. Rumsey pers. comm. 2010).Further threats to the species are grazing; leisure fishing; the construction of paths and cycling tracks; canalisation, modifying structures of inland water courses and other human induced changes in hydraulic conditions; and introduction of disease   (Commission of the European Communities 2009).', 'The species is currently found at one site only where potential threats include grazing, trampling, agriculture and forestry activities, the construction of communication networks, drainage or other changes in hydraulic conditions and it is very vulnerable to natural catastrophes or species invasion (Commission of the European Communities 2009).   The site has recently been fenced to protect from casual damage. However, this may have a negative effect as coarse grasses present at one end of the site may now be spreading and could replace the plant (F. Rumsey pers. comm. 2010).', 'The main threats are posed by agriculture and forestry activities, modifying structures of inland water courses, erosion, and natural catastrophes (Commission of the European Communities 2009).', 'This species is widespread on São Miguel, and has quickly adapted to forest of introduced species (e.g. Cryptomeria), therefore no threats are foreseen.', 'This species is relatively uncommon; however, because it has adapted to secondary forests and is present on almost all islands, no threats are foreseen.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.boryana,"['The main threats to this species are related to unfavourable water management (including drainage, pollution and disturbances), eutrophication due to agriculture and water recreation. Based on the impact of euthrophication and water management the species occurs at three locations.', 'The main threats are related to unfavourable water management, eutrophication due to agriculture (pollution), and water sports.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.echinospora,"['The main threats to this species are pollution and eutrophication of water bodies, draining of wetlands and overgrowing with vegetation (Lilleleht 1998), mainly in the central part of its distribution. It can also be affected by the outgrow of invasive aquatic species, which shut out the light and may threaten this species.', 'There are no known past, ongoing or future threats to this species.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.fluitans,"['Isoetes fluitans is threatened in its entire distribution area by uncontrolled pollution and eutrophication (chemicals and fertilisers drained from fields). Moreover, touristic development along rivers, which leads to create fluvial beaches or the cleaning of river beds, has eliminated or affected several subpopulations. On the basis of these threats, a total of 3-4 locations is estimated, since four or five have disappeared from the Galician coast and the subpopulations along the Miño river form a single location.', 'Isoetes fluitans is threatened in the totality of its distribution area by uncontrolled pollution and eutrophication (chemicals drained from fields). Moreover, the tourism development on rivers, which leads to create fluvial beaches or to clean the river beds, has eliminated or affected several subpopulations.The subpopulations of the high basin of Miño River are partly included in the planned Spanish Natura 2000 network.', 'There are no known past, ongoing or future threats to this species.', 'There are no known past, ongoing or future threats to this species.', 'There are no known past, ongoing or future threats to this species.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.heldreichii,"['The causes that led to extinction of the species are not known.', 'Varasova Mountain is one of the most popular climbing sites in Greece with many different tracks and it is also used for training. The fact that no plants grow at the climbing tracks indicates that intense climbing activity causes degradation of the population.  There is an old quarry at the east part of the mountain which will threaten the habitat of the plant if it becomes active again.', 'The only threats reported are the impacts of increased tourism activities and of uncontrolled and intense collecting of plants (Vokou et al. 1990). The fact that most of the plants grow at inaccessible sites offers some protection. Also, the main part of the population grows at northern much less frequented slopes.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.lacustris,"['It prefers clean water, but threats are localised, mainly losses due to habitat destruction and water pollution (domestic and agricultural sources) and are not likely to impact the species on its whole range.', 'The water quality is changing due to pollution (sedimentation, agricultural run-off) and habitat degradation. In relation with this eutrophication, enhanced macrophyte and broad reed belt growth at the high human populated northern and southern shallow bays are decreasing suitable habitats. However, as this is a sublittoral species it is thought that it is largely unaffected.', 'The threats to this species are mainly resulting from habitat degradation due to eutrophication of Lake Skadar. The littoral zone is subject to lake level changes and habitat degradation.', 'Habitat loss, due to abrupt water level drop (of several meters), related to excessive water abstraction for agriculture coupled with extremely dry summers, is threatening this littoral species. Pollution related to intensive agriculture practice and settlements in the neighbouring area, is responsible for the eutrophication of the lake. In relation with this, the biofilm (algae) present on the hard substrate is changing, diminishing habitat and food availability for this small gastropod. Herbicides might also impact diatomae communities, which are the major food source for this snail. Introduction of alien fish species for fishing purposes has contributed to profound modification of the natural ecosystem of the lake.', 'This species is estimated to have lost 85–99% of its habitat during the last 50 years due to wetland drainage. The main current threat is further habitat loss by urbanization around Pamvotida Lake and by land conversion to agriculture in Paramythia Lake, even though both sites belong to the Natura 2000 network of protected areas.', 'Plants are sensitive to eutrophication of the water bodies they grow in, from where they soon become out-competed by other species. Eutrophication is a problem in central Europe and Russia, but not in Scandinavia where it is locally abundant.', 'There are no known past, ongoing or future threats to this species.', 'There are no known past, ongoing or future threats to this species.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.malinverniana,"['The main threats forI. malinverniana come from a change in the cultivation of rice, as a consequence of inappropriate irrigation channel management and eutrophication of the water. A threat directly affecting the species in some subpopulations is mechanical bank adjustment and mechanical brush that remove the channel sediments in the dry season, affecting the survival of adult plants, sporeling establishment and the formation of a spore bank in the soil. Manual brush seems to have a positive effect as it removes other faster-growing species that can compete withI. malinverninana for light and nutrients (Amosso 2010, Barni et al. 2010, Abeli et al. 2012), whereas plants of Isoetes are not affected. Increased nutrient concentration into the water indirectly affects I. malinvernianathrough the competition with other aquatic macrophytes that compete for light and nutrients (Amosso 2010, Barni et al. 2010). On the other hand, artificial channels dug in the past for rice field water supply increased the surface of suitable habitat available for the species. Thus, traditional rice cultivation is of primary importance for the species survival, impacting it both positively and negatively.', 'The main threats for I. malinverniana come from the rice cultivation, as a consequence of inappropriate channel management practices and nutrient load into the water. The first threat that directly affects the species through the winter dry period in some populations, is mechanical bank adjustment and mechanical brush that remove the channel sediments affecting the adult plant survival, sporelings establishment and the formation of a spore bank in the soil. Manual brush seems to have a positive effect as it removes other faster-growing species that can compete with I. malinverninana for light and nutrients (Amosso 2010).Increased nutrient concentration into the water indirectly affect I. malinverniana through the competition with other aquatic macrophytes that better compete for light and nutrients (Amosso 2010).On the other hand, the artificial channels dug for rice field water supply increased, in the past, the surface of suitable habitat available for the species. Thus, the rice cultivation is of primary importance for the species survival.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.setacea,"['Big constructions (roadwork, etc.), the drainage of pools or their infilling, the extraction of sediment, permanent retaining of water, constitute serious threats for populations of I. setacea. However, in France, besides these threats, the restriction of its environment followed by the abandonment of land uses favours the colonisation by competitive perennial plants of large size (woody, big Helophytes) and the accumulation of their litter that affects the populations negatively (heliophile species, sensitive to competition). The quality of the habitats of the species is deteriorating resulting from land and therefore grazing abandonment which increases the sediments and the shade.']"
PLANTAE.TRACHEOPHYTA.ISOETOPSIDA.ISOETALES.ISOETACEAE.Isoetes.velata,"['There are no known past, ongoing or future threats to this species.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Huperzia,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Huperzia.dentata,"['The threats to this species are not known.', 'The construction of trails and roads, and trampling by cattle and humans may affect the species, although there is some resilience to disturbance.', 'This is a common and resilient species that faces no threats.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Huperzia.selago,"['The threats to this species are unknown, but it could be threatened by recreational activities such as trampling as a result of hiking. It remains unclear why the species is declining in some countries, but it could be a result of climate change. In the past it has declined due to habitat destruction and improvements in agriculture and drainage, combined with heather burning and overgrazing.', 'The threats to this species are unknown however they could be threatened by recreational activities such as hiking. It remains unclear why they are declining in some countries but it may be more common in the northern limits of its range. In the past it has declined with habitat destruction, improvements in agriculture and drainage as well as heather burning and over-grazing.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Huperzia.suberecta,"['There are no major threats to the species, although habitat destruction as a result of road building or grazing may have an effect. It is tolerant to some mild disturbance, but not to complete clearance.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodiella,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodiella.cernua,"['No major threats known.', 'There are no known threats to this species. It responds well to habitat disturbance, invading roadsides and land slides.', 'There are no known past, ongoing or future threats to this species.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodiella.inundata,"['Marsh clubmoss is threatened by widespread and continued loss and degradation of its habitat throughout its range as a result of draining, eutrophication and the building of infrastructure.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodium,
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodium.alpinum,"['Any threats to the species are unknown.', 'There are no major threats to this species.', ""In the past, Edelweiss populations have declined as a result of collection in the wild. As with a number of alpine plants, climate change may be a long-term threat, capable of causing population declines in Europe's mountain habitats as it gradually transforms cold mountain habitats and their plant communities (Gottfried et al. 2012)."", 'The natural high altitude grassland habitat of this species has few major threats, however, pastures may be affected by management practices, for example, species composition may be altered by over-grazing or under-grazing. In the Italian Alps, for example, summer pastures are still managed in traditional ways, which maintains important grassland habitats for many species, although the number of pastures has declined over the past few decades (Dianese 2010). Also tourist developments in some areas may have local impacts as may collection for medicinal use. Future climate change may affect plant community composition at high altitude but the impacts on this species are not certain.', 'Clinopodium alpinum is presumably collected from the wild for its medicinal use and possibly also to use as a garden plant, but whether this is causing declines is unknown. There are no other known threats.', 'The main threats are abandonment of alpine pastures and traditional land use which causes habitat closure. Collection for ornamental purposes and collecting of the seeds leads to population declines. Recreational activities such as skiing are degrading its habitat. Spring grazing could impact on the reproductive success.']"
PLANTAE.TRACHEOPHYTA.LYCOPODIOPSIDA.LYCOPODIALES.LYCOPODIACEAE.Lycopodium.annotinum,"['Declines in the subpopulations have been noticed in the western part of its distribution as a result of human activities, including infrastructure construction, building, forestry, changes in land use, climate change and eutrophication.']"
